num_pozo,empresa,propietario,propietariotel,propietariofax,propietariopostal,propietarioemail,propietariodirec,agua uso,Uso del agua agregado,caudal,direcpozo,profundidad,sperfora,captar,hojacarto,latitud,longitud,altitud,provincia,canton,distrito,lugar,fechaap
MO-20,STANDARD FRUIT COMPANY,"BANANERA CARRANDI, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,,,,PERCUSION,S.D.,MOIN,223370,622070,,7,705,70503,,1989-06-28
MO-21,ARAGONES & CIA,"IND. NACIONAL DE COCO,S.A",,,,,,INDUSTRIAL,Industrial y comercial,1.60,,24.00,ROTACION,S.D.,MOIN,223120,621250,,7,705,70503,MARAVILLA,1989-09-22
MO-22,AGROPOZO,"AGROIND. RIO PALACIOS,S.A",,,,,,INDUSTRIAL,Industrial y comercial,2.65,,19.00,PERCUSION,S.D.,MOIN,227100,622775,,7,705,70503,SABORIO,1990-10-25
MO-23,AGROPOZO,"AGROIND. RIO PALACIOS,S.A",,,,,,INDUSTRIAL,Industrial y comercial,7.57,,18.00,PERCUSION,S.D.,MOIN,227050,622650,,7,705,70503,SABORIO,1989-10-25
MO-24,AGROPOZO,ASOC.DES.COM. CUBA CREECK,,,,,,DOMESTICO,Consumo humano,0.50,,30.00,PERCUSION,S.D.,MOIN,221790,620125,,7,705,70503,CUBA CREEK,1989-10-25
MO-25,AGROPOZO,"CIA. BANANERA CARMEN, S.A",,,,,,INDUSTRIAL,Industrial y comercial,6.30,,18.00,PERCUSION,S.D.,MOIN,228150,621550,,7,705,70503,BANANITO,1989-12-05
MO-26,AGROPOZO,"CIA. BANANERA CARMEN, S.A",,,,,,INDUSTRIAL,Industrial y comercial,6.90,,19.00,PERCUSION,S.D.,MOIN,228950,621350,,7,705,70503,BANANITO,1989-12-05
MO-27,FONT S.A.,"TURQUEZA DORADA, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,7.00,,34.00,ROTACION,S.D.,MOIN,228300,619700,,7,705,70503,SABORIO,1990-05-06
MO-28,AGROPOZO,AGRODISA,,,,,,INDUSTRIAL,Industrial y comercial,13.50,,23.00,PERCUSION,S.D.,MOIN,232720,621160,,7,705,70503,ESTRADA,1991-10-07
MO-29,AGROPOZO,"HDA. RIO PALACIOS, S.A.",,,,,,AGROINDUSTRIAL,Industrial y comercial,3.00,,35.00,PERCUSION,S.D.,MOIN,223650,619500,,7,705,70503,,1991-06-26
MO-30,AGROPOZO,"HDA. RIO PALACIOS, S.A.",,,,,,AGROINDUSTRIAL,Industrial y comercial,3.00,,65.00,ROTACION,S.D.,MOIN,224250,620100,,7,705,70503,,1991-06-26
MO-31,ROJAS ARAGONEZ S.A.,TRANSMERQUIN DE C.R.,,,,,,DOMESTICO,Consumo humano,1.26,,42.00,ROTACION,S.D.,MOIN,220500,637950,,7,701,70101,,1991-09-26
MO-32,AGROPOZO,"DES.IND.MONTE BELLO, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,4.00,,44.00,ROTACION,S.D.,MOIN,228900,619950,,7,705,70503,SABORIO,1991-09-30
MO-33,AGROPOZO,"HDA. RIO PALACIOS, S.A.",,,,,,AGROINDUSTRIAL,Industrial y comercial,2.30,,22.00,PERCUSION,S.D.,MOIN,223900,619850,,7,705,70503,VENECIA,1991-11-05
MO-34,AGROPOZO,"HDA. RIO PALACIOS, S.A.",,,,,,AGROINDUSTRIAL,Industrial y comercial,6.33,,52.00,ROTACION,S.D.,MOIN,224540,620240,,7,705,70503,VENECIA,1991-11-05
MO-35,AGROPOZO,"HDA. RIO PALACIOS, S.A.",,,,,,AGROINDUSTRIAL,Industrial y comercial,2.20,,35.00,ROTACION,S.D.,MOIN,224300,620280,,7,705,70503,VENECIA,1991-11-05
MO-36,AGROPOZO,"BANACOL DE COSTA RICA,S.A",,,,,,INDUSTRIAL,Industrial y comercial,4.60,,20.00,PERCUSION,S.D.,MOIN,232275,621200,,7,705,70503,PUNTA DE RIEL,1991-12-09
MO-37,AGROPOZO,"BANACOL DE COSTA RICA,S.A",,,,,,INDUSTRIAL,Industrial y comercial,3.46,,20.00,PERCUSION,S.D.,MOIN,232125,621340,,7,705,70503,PUNTA DE RIEL,1991-12-09
MO-38,Seleccione La Empresa,DESARROLLO INDUSTRIAL MONTE BELLO S.A,, ,, ,,Seleccione el Uso,Sin dato,0000.00,,,Seleccione el Sistema,,RIO BANANO,229000,620000,,7,701,70101,,2013-11-25
MO-39,AGROPOZO,DES.IND. MONTE BELLO,,,,,,DOMESTICO,Consumo humano,2.11,,12.30,PERCUSION,S.D.,MOIN,228700,619950,,7,705,70503,SABORIO,1992-01-16
MO-4,SIN DATO,S.FRUIT CO.,,,,,,DOMESTICO,Consumo humano,1.73,,91.44,,G Banano,MOIN,221300,641350,,7,701,70101,LAS CUEVAS,1995-04-24
MO-40,AGROPOZO,"CIA. BANANERA CARMEN, S.A",,,,,,INDUSTRIAL,Industrial y comercial,2.20,,12.30,PERCUSION,S.D.,MOIN,230100,621350,,7,705,70503,SABORIO,1993-01-21
MO-41,AGROPOZO,"BANANERA CHIRRIPO, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,6.00,,39.00,PERCUSION,S.D.,MOIN,223275,619300,,7,705,70503,VENECIA,1992-04-09
MO-42,CORP. SICAR S.A.,"CIA. BANADOSMIL, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,,,,,S.D.,MOIN,232950,619100,,7,705,70501,CUATRO MILLAS,1992-11-30
MO-43,CORP. SICAR S.A.,"CIA. BANADOSMIL, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,,,,,S.D.,MOIN,233600,619100,,7,705,70501,CUATRO MILLAS,1992-11-30
MO-44,AGROPOZO,"TRICIO MATINAL, S.A.",,,,,,DOMESTICO,Consumo humano,6.00,,22.00,ROTACION,,MOIN,231200,620900,,7,705,70503,ESTRADA,1993-05-17
MO-45,AGROPOZO,AGRODISA,,,,,,DOMESTICO,Consumo humano,0.50,,,,,MOIN,232625,621000,,7,705,70503,ESTRADA,1993-05-17
MO-46,CORP. SICAR S.A.,FINCA LA FLOR S.A.,,,,,,INDUSTRIAL,Industrial y comercial,5.00,,62.00,ROTACION,,MOIN,223600,620900,,7,705,70503,MATINA,1994-01-12
MO-47,GEOTECNIA S.A.,A.D.C.I.LARGA DISTANCIA,,,,,,DOMESTICO,Consumo humano,10.00,,43.00,ROTACION,,MOIN,223750,623860,,7,705,70503,LARGA DISTANCIA,1996-04-17
MO-48,CORP. SICAR S.A.,INV.LA CASCADA ATLANTICO,,,,,,INDUSTRIAL,Industrial y comercial,,,71.00,ROTACION,,MOIN,223250,623400,,7,705,70503,LARGA DISTANCIA,1997-03-06
MO-49,AGROPOZO,ADM. Y DES. DE FINCAS S.A.,,,,,,DOMESTICO,Consumo humano,10.50,,68.00,PERCUSION,,MOIN,223650,620550,,7,705,70503,VENECIA,1997-04-16
MO-5,SIN DATO,S.FRUIT CO.,,,,,,RIEGO,Agroganadería,1.70,,91.40,,G Banano,MOIN,221050,641350,,7,701,70101,LIMON,1995-04-24
MO-50,CORP. SICAR S.A.,INV.LA CASCADA DEL ATLANTICO,,,,,,INDUSTRIAL,Industrial y comercial,10.00,,67.50,ROTACION,,MOIN,223300,623300,,7,705,70503,LARGA DISTANCIA,1997-09-02
MO-51,CORP. SICAR S.A.,INV.LA CASCADA DEL ATLANTICO,,,,,,INDUSTRIAL,Industrial y comercial,,,,,,MOIN,223200,623250,,7,705,70503,LARGA DISTANCIA,1997-09-02
MO-52,AGROPOZO,BIOTECNOLOGIA BANANERA DE C.R.,,,,,,INDUSTRIAL,Industrial y comercial,,,,,F.ALUVIALES SUP,MOIN,226870,618910,,7,705,70503,SABORIO,2000-08-17
MO-53,COSTARRICENSE S.A.,ARQUITECTURA RODGO S.A.,,,,,,DOMESTICO,Consumo humano,0.50,,,,G Banano,MOIN,220520,627420,,7,701,70102,BUFALO,2000-12-06
MO-54,,AYA COMUNIDAD,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,60.00,PERCUSION,,MOIN,221000,622200,0.00,7,705,70503,LARGA DISTANCIA N. 2,1996-09-11
MO-55,AyA,AYA COMUNIDAD,,,,,,ABAST. PUBLICO,Consumo humano,1.50,,40.00,PERCUSION,,MOIN,221300,622350,0.00,7,705,70503,LARGA DISTANCIA,1996-08-29
MO-56,,AYA COMUNIDAD,,,,,,ABAST. PUBLICO,Consumo humano,20.00,,62.00,PERCUSION,,MOIN,233100,619100,0.00,7,705,70501,LA MARAVILLA VENECIA - MATINA,1997-01-14
MO-57,COSTARRICENSE S.A.,CORP.DES.AGRI.DEL MONTE S.A,,,,,,AGROINDUSTRIAL,Industrial y comercial,8.00,,130.00,ROTACION,,MOIN,229000,621500,,7,705,70503,SAN EDUARDO,2006-05-09
MO-58,ARTESANIAS VLOGUI,COMP. BANADOSMIL S.A,,,,,,INDUSTRIAL,Industrial y comercial,5.00,,30.00,ROTACION,,MOIN,233500,619500,,7,705,70501,MATINA,2006-05-10
MO-59,PERF. ACUARIO S.A,ABONOS DEL PACIFICO S.A.,,,,,,INDUSTRIAL,Industrial y comercial,0.30,,25.00,PERCUSION,G Banano,MOIN,221100,626550,,7,701,70102,BUFALO,2006-08-23
MO-60,Seleccione La Empresa,"Bananera Palo Verde, S.a.",22534555,25241067,,jmontoya@grupoacon.com,De la ferreterÃ­a de Lourdes 75 este San Pedro Montes de Oca,Agroindustrial,Industrial y comercial,8,Del cruce de SaborÃ­o frente a entrada supermercado El JardÃ­n 4KM Norte y 1km Este,,Seleccione el Sistema,,MOIN,226549,621097,,7,705,70503,SaborÃ­o,2012-10-11
MO-61,Seleccione La Empresa,"Los Zorzales, S.a.",22928132,25920731,,afigro@gmail.com,"Heredia San Isidro, Villa Val-B NÂ°27",Agroindustrial,Industrial y comercial,8.19,200 sur de la plaza de Matina,,Seleccione el Sistema,,MOIN,227225,623450,,7,705,70503,Palacios,2012-10-30
MO-8,SIN DATO,HERNAN GARRON,,,,,,DOMESTICO,Consumo humano,0.50,,6.47,,G Banano,MOIN,220520,640600,,7,701,70101,LIMON,1995-04-24
MQ-1,ALFA S.A.,AyA,,,,,,ABAST. PUBLICO,Consumo humano,2.52,,52.00,PERCUSION,,MEDIO QUESO,314300,463350,,2,214,21403,SAN JOSE-AMPARO,1987-06-25
MQ-10,COSTARRICENSE S.A.,TICOFRUT S.A. FINCA N.15,,,,,,RIEGO,Agroganadería,3.00,,43.00,PERCUSION,,MEDIO QUESO,318300,466000,,2,214,21403,COROZO,1995-07-24
MQ-11,COSTARRICENSE S.A.,CITRORICO S.A.,,,,,,RIEGO,Agroganadería,4.72,,78.00,ROTACION,,MEDIO QUESO,318400,469700,,2,214,21401,EL COROZO,1995-10-16
MQ-12,ARAGONES & CIA,JEAN MARIE BAILLIOT,,,,,,VARIOS,Otros,2.20,,46.00,ROTACION,,MEDIO QUESO,316400,468200,,2,214,21403,SANTA CECILIA,1995-12-22
MQ-13,AGROPOZO,SUCO CITRO S.A.,,,,,,DOMESTICO,Consumo humano,3.80,,62.00,PERCUSION,,MEDIO QUESO,318700,466000,,2,214,21403,EL COROZO,1998-11-05
MQ-14,ZARAGOZA S.A.,AGROPECUARIA EL REFUJIO S.A.,,,,,,ABREVADERO,Agroganadería,20.00,,80.00,ROTACION,DEP.FLUVIOLACUS,MEDIO QUESO,316950,470700,,2,214,21401,LA VIRGEN,2000-09-19
MQ-15,AyA,AYA COMUNIDAD,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,45.00,PERCUSION,,MEDIO QUESO,320000,478000,0.00,2,214,21401,LAS NUBES DE LOS CHILES,1998-04-20
MQ-16,AyA,AYA COMUNIDAD,,,,,,ABAST. PUBLICO,Consumo humano,1.50,,52.00,PERCUSION,,MEDIO QUESO,321600,461500,0.00,2,214,21401,Arco Iris de Los Chiles,1999-04-10
MQ-17,MUELLE S.A.,JU S.A.,,,,,,DOMEST-RIEGO,Agroganadería,5.60,,54.00,ROTACION,,MEDIO QUESO,326100,463600,95.00,2,214,21401,150 MTS ESTE CRUCE LOS CHILES,2003-08-14
MQ-18,MUELLE S.A.,ELIOMAR GONZALEZ/MARIBEL CUBER,,,,,,INDUSTRIAL,Industrial y comercial,3.80,,50.00,ROTACION,,MEDIO QUESO,320900,465050,45.00,2,214,21401,LOS CHILES,2004-05-18
MQ-19,AyA,COMUNIDAD,,,,,,ABAST. PUBLICO,Consumo humano,9.50,,74.00,PERCUSION,,MEDIO QUESO,316400,475800,,2,214,21401,CRISTO REY,2001-10-16
MQ-2,MINIST SALUD,MINISTERIO DE SALUD,,,,,,DOMESTICO,Consumo humano,0.50,,,ROTACION,,MEDIO QUESO,317650,469600,,2,214,21401,LA VIRGEN,1988-12-21
MQ-20,AGUA SEGURA LTDA.,ULISES LOPEZ CASTRO,,,,,,DOMEST-RIEGO,Agroganadería,2.00,,40.00,ROTACION,,MEDIO QUESO,322450,461773,,2,214,21401,EL CAMIBAR,2005-03-09
MQ-21,SPRING WATER S.A.,PLANTACIONES FORESTALES Y FRUTAS GROENEWOUD,,,,,,DOMEST-RIEGO,Agroganadería,10.00,,87.50,PERCUSION,,MEDIO QUESO,314719,474590,,2,214,21401,MONTEALEGRE,2005-07-01
MQ-22,AyA,COMUNAL,,,,,,ABAST. PUBLICO,Consumo humano,4.50,,72.00,PERCUSION,NO INDICA,MEDIO QUESO,312640,464770,,2,214,21403,EL GALLITO DEL AMPARO,2003-10-18
MQ-23,MUELLE S.A.,OSCAR E. ARTAVIA MUNGUIA,,,,,,DOMESTICO,Consumo humano,0.50,,25.00,ROTACION,DEPOSITOS ALUVIALES DEL R,MEDIO QUESO,328528,455355,,2,214,21401,SAN EMILIO,2007-08-27
MQ-24,MUELLE S.A.,"AGRICOLA DON DANIEL C.A.,S.A.",,,,,,AGROINDUSTRIAL,Industrial y comercial,1.50,,30.00,ROTACION,DEPOSITOS ALUVIALES,MEDIO QUESO,313470,467765,,2,214,21403,PAVON,2007-08-27
MQ-25,Spring Water S.a.,"El Tremendal, S.a.",24313790,24415959,700-4005,,UrbanizaciÃ³n Llanos de Molino casa 9 E Villa Bonita Alajuela,Agroindustrial,Industrial y comercial,3,"El Corozo, Amparo de Los Chiles 5km al NO de la escuela de Santa Cecilia carretera a Muelle Los Chil",80,RotaciÃ³n,,MEDIO QUESO,319385,465621,49,2,214,21403,Pavon,2009-05-27
MQ-26,Aya,Aya,,,,,,Abastecimiento PÃºblico,Consumo humano,0004.00,Medio Queso de Los Chiles,58,PercusiÃ³n,,MEDIO QUESO,326897,468520,,2,214,21401,Medio Queso,2010-09-07
MQ-27,Aya,Aya,,,,,,Abastecimiento PÃºblico,Consumo humano,0005.00,,55,PercusiÃ³n,,MEDIO QUESO,324207,475702,,2,214,21401,Coquital de Los Chiles,2010-09-07
MQ-28,Aya,Aya,,,,,,Abastecimiento PÃºblico,Consumo humano,0009.80,,33,PercusiÃ³n,,MEDIO QUESO,329381,476333,,2,214,21401,Santa Fe de Los Chiles,2010-09-07
MQ-3,AyA,AyA,,,,,,ABAST. PUBLICO,Consumo humano,6.90,,40.00,PERCUSION,,MEDIO QUESO,325300,463450,,2,214,21401,LOS ANGELES,1991-01-31
MQ-30,Seleccione La Empresa,El Tremedal S.a,,,,,,Seleccione el Uso,Sin dato,0000.00,,,Seleccione el Sistema,,MEDIO QUESO,315470,466250,,2,214,21403,,2013-08-21
MQ-31,Perforaciones Acuario S.a,Exportaciones NorteÃ±as S.a.,24031125,24031072,,rgarcia@costaricantropicalfruits.co,"De la plaza de deportes de San Rafael de RÃ­o Cuarto 2 Km N, 1 Km O",Riego,Agroganadería,5,De la plaza de deportes del Amparo 1.5 km al Norte,80,PercusiÃ³n,,MEDIO QUESO,315275,462670,45,2,214,21403,,2012-03-15
MQ-32,H & M S.a.,"Productos Agropecuarios Visa, S.a.",24733308,24733348,,info@visa.com,150 N de la escuela Cuatro Esquinas de Pital,Riego,Agroganadería,6,150 N de la Escuela Cuatro Esquinas de Pital,100,RotaciÃ³n con lodos,,MEDIO QUESO,330475,470060,68,2,214,21401,Combate,2012-06-12
MQ-36,Seleccione La Empresa,"Agro Vices, S.a.",24471832,24430684,,finca@agrovicces.co.cr,700 este de la plaza de deportes de la UniÃ³n del Amparo de los Chiles,Agroindustrial,Industrial y comercial,5,700 este de la plaza de deporte del Amparo de Los Chiles,,Seleccione el Sistema,,MEDIO QUESO,312513,458513,,2,214,21403,La UniÃ³n,2012-07-16
MQ-37,Seleccione La Empresa,PiÃ±a Pavon Sociedad AnÃ³nima,24601670,24430684,211-4060,,costado este parque ciudad Quesada edificio B y JimÃ©nez,S.D.,Sin dato,3,,,Seleccione el Sistema,,MEDIO QUESO,312800,468100,,2,214,21403,PavÃ³n,2012-06-27
MQ-38,H & M S.a.,"Dorage De Pital, S.a.",24733308,24733348,,,150 N dela Escuela Cuatro Esquinas de Pital,Riego,Agroganadería,4,150 Norte de La Escuela Cuatro Esquinas de Pital,80,RotaciÃ³n con lodos,,MEDIO QUESO,325833,465333,64,2,214,21401,San Joaquin,2013-02-18
MQ-39,Seleccione La Empresa,"El Tremendal, S.a.",24313790,24415959,700-4005,jvallecillo07@gmail.com,"UrbanizaciÃ³n Llanos del Molino Villa Bonita Alajuela, casa NÂ° 9E",Riego,Agroganadería,5,600 sur del cruce camino Vasconia-Monte Alegre,49.30,Seleccione el Sistema,,MEDIO QUESO,313572,468007,60,2,214,21403,,2013-05-17
MQ-4,COSTARRICENSE S.A.,"TICOFRUT, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,2.00,,42.00,PERCUSION,,MEDIO QUESO,319850,465780,,2,214,21401,COROZO,1990-11-30
MQ-5,COSTARRICENSE S.A.,"TICOFRUT, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,5.00,,43.00,PERCUSION,,MEDIO QUESO,320150,467340,,2,214,21401,COROZO,1990-11-30
MQ-6,AyA,DOR,,,,,,ABAST. PUBLICO,Consumo humano,9.00,,40.00,PERCUSION,NO INDICA,MEDIO QUESO,322000,461500,38.00,2,214,21401,ARCI IRIS DE LOS CHILES,2004-04-29
MQ-7,COSTARRICENSE S.A.,"TICOFRUT, S.A.",,,,,,INDUSTRIAL,Industrial y comercial,3.00,,43.00,PERCUSION,,MEDIO QUESO,318250,466275,,2,214,21403,EL COROZO,1991-12-18
MQ-8,FONT S.A.,"HDA. SANTA TERESA, S.A.",,,,,,AGROINDUSTRIAL,Industrial y comercial,,,33.00,ROTACION,,MEDIO QUESO,323450,462500,,2,214,21401,EL PARQUE,1993-04-12
MQ-9,FONT S.A.,RODOLFO ECHEVERRIA LUTZ,,,,,,DOMESTICO,Consumo humano,0.50,,,,,MEDIO QUESO,315950,470375,,2,214,21403,SANTA CECILIA,1993-05-17
MR-1,SIN DATO,MARIO BURGOS,,,,,,DOMESTICO,Consumo humano,0.50,,18.50,,F Murcielago,MURCIELAGO,322200,366200,,5,510,51004,COLORADO,1995-03-24
MR-10,SENARA,RAFAEL CORONAS,,,,,,DOMESTICO,Consumo humano,0.50,,32.00,,F Murcielago,MURCIELAGO,326400,350200,105.00,5,510,51004,CUAJINIQUIL,1995-04-25
MR-11,SENARA,R.CORONAS,,,,,,DOMESTICO,Consumo humano,0.75,,35.66,,F Murcielago,MURCIELAGO,325200,352100,,5,510,51004,CUAJINIQUIL,1995-04-25
MR-12,SENARA,JUAN MEDRANO,,,,,,DOMESTICO,Consumo humano,0.18,,60.96,,F Murcielago,MURCIELAGO,329800,358500,,5,510,51001,LA CRUZ,1995-04-25
MR-13,SIN DATO,FRANCISCO CAMACHO,,,,,,DOMESTICO,Consumo humano,0.50,,6.25,EXCAVADO,F Murcielago,MURCIELAGO,329900,356100,,5,510,51001,CM.JUNQUILLAL,1995-04-25
MR-14,SIN DATO,D.CORONAS,,,,,,DOMESTICO,Consumo humano,0.50,,4.10,EXCAVADO,F Murcielago,MURCIELAGO,326400,350000,,5,510,51004,MURCIELAGO,1995-04-25
MR-15,SIN DATO,M.MACAYA,,,,,,DOMESTICO,Consumo humano,0.50,,10.60,EXCAVADO,F Murcielago,MURCIELAGO,327000,350200,,5,510,51004,PLAYA GUARIA,1995-04-25
MR-16,EL MANTO,KOON CHAN S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,8.00,PERCUSION,F Murcielago,MURCIELAGO,324950,352225,,5,510,51004,CUAJINIQUIL,2004-07-30
MR-17,SIN DATO,RAFAEL A.VEGA,,,,,,DOMESTICO,Consumo humano,0.50,,3.85,EXCAVADO,F Murcielago,MURCIELAGO,325500,350900,,5,510,51004,CUAJINIQUIL,1995-04-25
MR-18,SIN DATO,JULIO LARA,,,,,,DOMESTICO,Consumo humano,0.50,,2.50,EXCAVADO,F Murcielago,MURCIELAGO,328400,351900,,5,510,51004,B.JUMQUILLAL,1995-04-25
MR-19,SIN DATO,C.N.P.,,,,,,DOMESTICO,Consumo humano,0.50,,,PERCUSION,F Murcielago,MURCIELAGO,325100,353200,,5,510,51004,CUAJINIQUIL,1995-04-25
MR-2,COSTARRICENSE S.A.,MARIO BURGOS,,,,,,DOMESTICO,Consumo humano,2.00,,82.00,,F Murcielago,MURCIELAGO,318800,361200,270.00,5,510,51004,FCA.POCO SOL,1995-04-25
MR-20,SIN DATO,LENIN TINOCO,,,,,,DOMESTICO,Consumo humano,0.50,,,EXCAVADO,F Murcielago,MURCIELAGO,325300,350600,,5,510,51004,CUAJINIQUIL,1995-04-25
MR-21,COSTARRICENSE S.A.,MARIO BURGOS S.A.,,,,,,DOMESTICO,Consumo humano,0.50,,30.00,PERCUSION,F Murcielago,MURCIELAGO,323950,355920,,5,510,51004,CUAJINIQUIL,1995-03-21
MR-22,COSTARRICENSE S.A.,MARIE LUISE GELMINI VON K,,,,,,DOMESTICO,Consumo humano,1.26,,32.00,PERCUSION,F Murcielago,MURCIELAGO,328500,352750,,5,510,51004,LA CRUZ,1995-05-19
MR-23,JIMENEZ  Y DELGADO LTDA,DOS MARCOS ITALOS S.A.,,,,,,VARIOS,Otros,,,30.00,PERCUSION,F Murcielago,MURCIELAGO,329150,351950,,5,510,51001,JUNQUILLAL,1998-05-19
MR-24,ARAGONES & CIA,Gonque Oriental,,,,,,DOMESTICO,Consumo humano,0.50,,,,F Murcielago,MURCIELAGO,325150,352200,,5,510,51004,Guajiniquil,2002-01-14
MR-25,ASOC.SOSTENIBLE CHOROTEGA,GONQUE ORIENTAL S.A.,,,,,,RIEGO,Agroganadería,3.00,,50.00,ROTACION,F Murcielago,MURCIELAGO,325050,352150,,5,510,51004,CUAJINIQUIL,2002-04-03
MR-26,COSTARRICENSE S.A.,SILDESECO S.A.,,,,,,DOMESTICO,Consumo humano,3.80,,60.00,PERCUSION,F Murcielago,MURCIELAGO,313950,365400,,5,501,50104,PELON ALTURA,2002-04-24
MR-27,ASOC.SOSTENIBLE CHOROTEGA,ASOC.DES.ACUEDUCTO CUAJINIQUIL,,,,,,URBANISTICO,Consumo humano,2.00,,60.00,ROTACION,F Murcielago,MURCIELAGO,322380,356875,,5,510,51004,RABO DE MICO,2002-04-26
MR-28,,CARLOS ESTRADA BALTODANO,,,,,,VARIOS,Otros,5.00,,30.00,,F Murcielago,MURCIELAGO,312850,365850,,5,501,50104,POTRERILLOS,1970-12-12
MR-29,,MULTIFORMAS S.A,,,,,,DOMESTICO,Consumo humano,1.00,,12.00,,F Murcielago,MURCIELAGO,328950,351700,,5,510,51001,JUNQUILLAL,1994-11-14
MR-3,SIN DATO,HNOS.BALTODANO,,,,,,DOMESTICO,Consumo humano,0.50,,10.50,EXCAVADO,F Murcielago,MURCIELAGO,313900,365800,,5,501,50104,HDA.EL PELON,1995-04-25
MR-30,,EMPRESA 1776 S.A,,,,,,VARIOS,Otros,2.00,,23.00,,F Murcielago,MURCIELAGO,329850,351110,,5,510,51001,PLAYA ESCONDIDA,2002-11-29
MR-31,,EMPRESA 1776 S.A,,,,,,VARIOS,Otros,2.00,,30.00,,F Murcielago,MURCIELAGO,330550,349825,,5,510,51001,PLAYA ESCONDIDA,2002-11-29
MR-32,AyA,M.E.P,,,,,,ABAST. PUBLICO,Consumo humano,0.50,,54.00,PERCUSION,F Murcielago,MURCIELAGO,312800,359950,,5,501,50104,LA CASONA,2002-02-19
MR-33,PERF. ACUARIO S.A,CAYLANDS ISLANDS S.A,,,,,,DOMESTICO,Consumo humano,1.50,,30.00,PERCUSION,F Murcielago,MURCIELAGO,330000,356250,,5,510,51001,BELLO HORIZONTE,2007-05-02
MR-34,PURA VIDA DRILLINGS S.A.,COSTA DEL SOUL DEVELOPMENT S.A,,,,,,DOMESTICO,Consumo humano,0.30,,90.00,ROTACION,F Murcielago,MURCIELAGO,329891,352536,,5,510,51001,BRASILITO,2007-05-23
MR-35,PURA VIDA DRILLINGS S.A.,COSTA DEL SOUL DEVELOPMENT S.A.,,,,,,TURISTICO,Turismo,0.40,,95.00,ROTACION,F Murcielago,MURCIELAGO,329966,352428,,5,510,51001,BRASILITO,0000-00-00
MR-36,TRIPLE A S.A.,DARK CAVE D.C. S.A.,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,60.00,PERCUSION,F Murcielago,MURCIELAGO,326327,356357,,5,510,51004,CUAJINIQUIL,2007-06-28
MR-37,AyA,MINAE,,,,,,ABAST. PUBLICO,Consumo humano,0.50,,84.93,PERCUSION,F Murcielago,MURCIELAGO,313420,359430,,5,510,51004,LA CASONA SANTA ROSA,2007-04-14
MR-38,TRIPLE A S.A.,WILBERT LARA ALEMAN,,,,,,DOMEST-RIEGO,Agroganadería,1.00,,60.00,PERCUSION,F Murcielago,MURCIELAGO,329050,354325,,5,510,51001,PUERTO SOLEY,2007-08-29
MR-39,PERFORACIONES ACUARIO S.A,"Inmobiliaria Quatil Nacaztli Rsb, S.a.",22882572,22881553,,,"Plaza ItskazÃº, local 10 San JosÃ©, EscazÃº",DomÃ©stico,Consumo humano,0.5,"Guanacaste, La Cruz Pto Soley de la carretera que va de la Cruz a Jobo 1.2 km sur sobre calle pto So",30,PercusiÃ³n,,MURCIELAGO,331095,351867,30,5,510,51001,Puerto Soley,2009-02-18
MR-4,SENARA,PARQUE NACIONAL SANTA ROSA,,,,,,DOMESTICO,Consumo humano,1.48,,91.44,PERCUSION,F Murcielago,MURCIELAGO,313100,359800,285.00,5,501,50104,HDA.SANTA ROSA,1971-03-05
MR-40,PERFORACIONES ACUARIO S.A,"Orange Cangrejo De Guanacaste, S.a.",22882572,22881553,,,"Plaza Itskatzu, local 10 San JosÃ© EscazÃº",DomÃ©stico,Consumo humano,0.5,"Del Parque de Junquillal, 3km este Bello Horizonte La Cruz Guanacaste",30,PercusiÃ³n,,MURCIELAGO,329087,354825,55,5,510,51001,BELLO HORIZONTE,2009-03-09
MR-41,Pozos Modernos,"Desarrolladora De BahÃ­a Guajiniquil, Ltda",22201010,,,,,DomÃ©stico,Consumo humano,0002.00,500 m norte de la entrada a playa Junquillal,25,RotaciÃ³n,,MURCIELAGO,328196,352297,25,5,510,51001,,2009-06-15
MR-42,Pozos Modernos,"Desarrolladora De BahÃ­a Guajiniquil, Ltda",22201010,,,,,DomÃ©stico,Consumo humano,0002.00,500 m norte de la entrada a playa Junquillal,25,RotaciÃ³n,,MURCIELAGO,328633,352611,30,5,510,51001,,2009-06-15
MR-43,Pozos Modernos,"Desarrolladora De BahÃ­a Guajiniquil, Ltda.",22201010,,,,,DomÃ©stico,Consumo humano,0002.00,500 m norte de la entrada a playa Junquillal,25,RotaciÃ³n,,MURCIELAGO,328671,352356,35,5,510,51001,,2009-06-15
